metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6861364325588991,0.940385803951469,0.8015630156475755
1. MAE  (L^1),test,mae_f,0.7574220652329561,0.9588473441019392,0.8343546917788597
2. RMSE (L^2),train,rmse_f,0.8536096631759793,1.1851868649499384,1.0037067307057486
2. RMSE (L^2),test,rmse_f,0.9590056490247477,1.189250726381851,1.0354188767565684
3. E_max promedio por curva,train,linf_medio,1.6723751237066442,2.2665581995856097,1.9287514410436448
3. E_max promedio por curva,test,linf_medio,1.7891049128804934,2.247806082364823,1.9829386523305272
4. E_max peor de la ventana,train,linf_max,2.3498398516794845,4.006304242483877,3.1120670556946215
4. E_max peor de la ventana,test,linf_max,2.6651535765802743,3.7098386773526197,3.01757040111103
5. MPIW,train,mpiw,3.0626960667050684,3.122550713154421,3.093420276995737
5. MPIW,test,mpiw,3.0507281632948677,3.127821653063432,3.0906057954180812
6. PICP puntual,train,picp,0.7793333333333333,0.92,0.8619987654320987
6. PICP puntual,test,picp,0.7926666666666666,0.892,0.8480392156862746
7. PICPB curva completa,train,picp_simultaneo,0.0,0.3,0.13944444444444443
7. PICPB curva completa,test,picp_simultaneo,0.0,0.2,0.0909502262443439
8. Winkler,train,winkler,4.377730749055319,7.751093057809259,5.680457240349054
8. Winkler,test,winkler,4.762573129481952,7.353770710083038,5.914272068902387
9. Winkler max promedio,train,winkler_max_medio,19.927239128688228,40.42950578715613,29.00251648311707
9. Winkler max promedio,test,winkler_max_medio,22.345706240206827,40.969739818721806,31.441401772923225
10. Winkler max peor ventana,train,winkler_max_glob,43.85153030699939,112.44721880987171,75.96129109905976
10. Winkler max peor ventana,test,winkler_max_glob,57.25484988859423,114.57795592850513,76.47867499074836
